,curve_idx,target,sample_type,sample_id,igi_call,cycle_no,Fn,rn,groundtruth,Igi_call_quant,groundtruth_target
11324,303,E gene,Buffer Negative Control (Extraction),S551924,Negative,45,266323.97,266323.96875,-1,0,0
11369,687,N gene,Buffer Negative Control (Extraction),S551924,Negative,45,107062.34,107062.34375,-1,0,0
11414,85952,E gene,Buffer Negative Control (Extraction),S1070553,Negative,45,324579.0,324579.0,-1,0,0
11459,86336,N gene,Buffer Negative Control (Extraction),S1070553,Negative,45,149771.97,149771.96875,-1,0,0
11504,85994,E gene,Buffer Negative Control (Extraction),S1070567,Negative,45,379458.25,379458.25,-1,0,0
11549,86378,N gene,Buffer Negative Control (Extraction),S1070567,Positive,45,929270.5,929270.5,-1,1,0
11594,25306,E gene,Buffer Negative Control (Extraction),S551928,Negative,45,304534.56,304534.5625,-1,0,0
11639,25690,N gene,Buffer Negative Control (Extraction),S551928,Negative,45,118396.8,118396.796875,-1,0,0
11684,25456,E gene,Buffer Negative Control (Extraction),S551927,Negative,45,278146.5,278146.5,-1,0,0
11729,25840,N gene,Buffer Negative Control (Extraction),S551927,Negative,45,117674.94,117674.9375,-1,0,0
11774,25479,E gene,Buffer Negative Control (Extraction),S551926,Negative,45,280393.94,280393.9375,-1,0,0
11819,25863,N gene,Buffer Negative Control (Extraction),S551926,Negative,45,115848.805,115848.8046875,-1,0,0
11864,25480,E gene,Buffer Negative Control (Extraction),S551925,Negative,45,343647.1,343647.09375,-1,0,0
11909,25864,N gene,Buffer Negative Control (Extraction),S551925,Negative,45,148007.66,148007.65625,-1,0,0
11949,31615,S gene,Buffer Negative Control (Extraction),S279541,Negative,40,128198.55,128198.546875,-1,0,0
11989,31223,N gene,Buffer Negative Control (Extraction),S279541,Negative,40,79839.97,79839.96875,-1,0,0
12029,31419,ORF1ab,Buffer Negative Control (Extraction),S279541,Negative,40,173680.97,173680.96875,-1,0,0
12069,1862,S gene,Buffer Negative Control (Extraction),S143019,Negative,40,137924.95,137924.953125,-1,0,0
12109,1470,N gene,Buffer Negative Control (Extraction),S143019,Negative,40,96340.8,96340.796875,-1,0,0
12149,1666,ORF1ab,Buffer Negative Control (Extraction),S143019,Negative,40,200115.12,200115.125,-1,0,0
12189,45537,S gene,Buffer Negative Control (Extraction),S143060,Negative,40,130891.07,130891.0703125,-1,0,0
12229,44769,N gene,Buffer Negative Control (Extraction),S143060,Negative,40,95706.08,95706.078125,-1,0,0
12269,45153,ORF1ab,Buffer Negative Control (Extraction),S143060,Negative,40,171570.25,171570.25,-1,0,0
12309,45561,S gene,Buffer Negative Control (Extraction),S143059,Negative,40,135125.06,135125.0625,-1,0,0
12349,44793,N gene,Buffer Negative Control (Extraction),S143059,Negative,40,100123.03,100123.03125,-1,0,0
12389,45177,ORF1ab,Buffer Negative Control (Extraction),S143059,Negative,40,185772.22,185772.21875,-1,0,0
12429,45680,S gene,Buffer Negative Control (Extraction),S143058,Negative,40,185619.27,185619.265625,-1,0,0
12469,44912,N gene,Buffer Negative Control (Extraction),S143058,Negative,40,131232.27,131232.265625,-1,0,0
12509,45296,ORF1ab,Buffer Negative Control (Extraction),S143058,Negative,40,251693.44,251693.4375,-1,0,0
12549,45704,S gene,Buffer Negative Control (Extraction),S143057,Negative,40,177881.55,177881.546875,-1,0,0
12589,44936,N gene,Buffer Negative Control (Extraction),S143057,Negative,40,141465.02,141465.015625,-1,0,0
12629,45320,ORF1ab,Buffer Negative Control (Extraction),S143057,Negative,40,280920.03,280920.03125,-1,0,0
12674,96200,E gene,Buffer Negative Control (Extraction),S1005965,Negative,45,268450.1,268450.09375,-1,0,0
12719,96584,N gene,Buffer Negative Control (Extraction),S1005965,Negative,45,101218.71,101218.7109375,-1,0,0
12764,96319,E gene,Buffer Negative Control (Extraction),S1005959,Negative,45,297630.34,297630.34375,-1,0,0
12809,96703,N gene,Buffer Negative Control (Extraction),S1005959,Negative,45,106090.93,106090.9296875,-1,0,0
12854,96320,E gene,Buffer Negative Control (Extraction),S1005966,Negative,45,287989.56,287989.5625,-1,0,0
12899,96704,N gene,Buffer Negative Control (Extraction),S1005966,Negative,45,107848.03,107848.03125,-1,0,0
12944,96343,E gene,Buffer Negative Control (Extraction),S1005968,Negative,45,314873.03,314873.03125,-1,0,0
12989,96727,N gene,Buffer Negative Control (Extraction),S1005968,Negative,45,115939.516,115939.515625,-1,0,0
13029,33151,S gene,Buffer Negative Control (Extraction),S279527,Negative,40,182274.1,182274.09375,-1,0,0
13069,32759,N gene,Buffer Negative Control (Extraction),S279527,Negative,40,128329.33,128329.328125,-1,0,0
13109,32955,ORF1ab,Buffer Negative Control (Extraction),S279527,Negative,40,274861.97,274861.96875,-1,0,0
13149,33259,S gene,Buffer Negative Control (Extraction),S279528,Negative,40,190972.62,190972.625,-1,0,0
13189,32867,N gene,Buffer Negative Control (Extraction),S279528,Negative,40,129261.37,129261.3671875,-1,0,0
13229,33063,ORF1ab,Buffer Negative Control (Extraction),S279528,Negative,40,273597.16,273597.15625,-1,0,0
13274,19679,E gene,Buffer Negative Control (Extraction),S402802,Negative,45,251352.11,251352.109375,-1,0,0
13319,20063,N gene,Buffer Negative Control (Extraction),S402802,Negative,45,105477.1,105477.1015625,-1,0,0
13364,19680,E gene,Buffer Negative Control (Extraction),S402803,Negative,45,1695.0022,1695.002197265625,-1,0,0
13409,20064,N gene,Buffer Negative Control (Extraction),S402803,Negative,45,-869.1134,-869.1134033203125,-1,0,0
13454,113498,E gene,Buffer Negative Control (Extraction),S1070594,Negative,45,283699.78,283699.78125,-1,0,0
13499,113882,N gene,Buffer Negative Control (Extraction),S1070594,Negative,45,100564.0,100564.0,-1,0,0
13544,113639,E gene,Buffer Negative Control (Extraction),S1070593,Negative,45,291752.8,291752.8125,-1,0,0
13589,114023,N gene,Buffer Negative Control (Extraction),S1070593,Negative,45,108172.38,108172.3828125,-1,0,0
13629,46882,S gene,Buffer Negative Control (Extraction),S143024,Negative,40,245273.17,245273.171875,-1,0,0
13669,46114,N gene,Buffer Negative Control (Extraction),S143024,Negative,40,153670.1,153670.09375,-1,0,0
13709,46498,ORF1ab,Buffer Negative Control (Extraction),S143024,Negative,40,325980.8,325980.8125,-1,0,0
13749,47025,S gene,Buffer Negative Control (Extraction),S143026,Negative,40,234465.27,234465.265625,-1,0,0
13789,46257,N gene,Buffer Negative Control (Extraction),S143026,Negative,40,149274.98,149274.984375,-1,0,0
13829,46641,ORF1ab,Buffer Negative Control (Extraction),S143026,Negative,40,322457.47,322457.46875,-1,0,0
13869,47034,S gene,Buffer Negative Control (Extraction),S143021,Negative,40,274927.72,274927.71875,-1,0,0
13909,46266,N gene,Buffer Negative Control (Extraction),S143021,Negative,40,159568.81,159568.8125,-1,0,0
13949,46650,ORF1ab,Buffer Negative Control (Extraction),S143021,Negative,40,342385.66,342385.65625,-1,0,0
13989,47194,S gene,Buffer Negative Control (Extraction),S167247,Negative,40,261143.97,261143.96875,-1,0,0
14029,46426,N gene,Buffer Negative Control (Extraction),S167247,Negative,40,163179.36,163179.359375,-1,0,0
14069,46810,ORF1ab,Buffer Negative Control (Extraction),S167247,Negative,40,359102.3,359102.3125,-1,0,0
14114,116958,E gene,Buffer Negative Control (Extraction),S1230387,Negative,45,250770.77,250770.765625,-1,0,0
14159,117342,N gene,Buffer Negative Control (Extraction),S1230387,Negative,45,93189.96,93189.9609375,-1,0,0
14204,117103,E gene,Buffer Negative Control (Extraction),S1230385,Negative,45,296267.03,296267.03125,-1,0,0
14249,117487,N gene,Buffer Negative Control (Extraction),S1230385,Negative,45,106985.01,106985.0078125,-1,0,0
14294,58263,E gene,Buffer Negative Control (Extraction),S1006004,Negative,45,253144.2,253144.203125,-1,0,0
14339,58647,N gene,Buffer Negative Control (Extraction),S1006004,Negative,45,107749.086,107749.0859375,-1,0,0
14384,58314,E gene,Buffer Negative Control (Extraction),S1006007,Negative,45,257624.11,257624.109375,-1,0,0
14429,58698,N gene,Buffer Negative Control (Extraction),S1006007,Negative,45,110828.77,110828.7734375,-1,0,0
14474,58352,E gene,Buffer Negative Control (Extraction),S1006006,Negative,45,296574.94,296574.9375,-1,0,0
14519,58736,N gene,Buffer Negative Control (Extraction),S1006006,Negative,45,140337.08,140337.078125,-1,0,0
14564,97225,E gene,Buffer Negative Control (Extraction),S1005974,Negative,45,344368.22,344368.21875,-1,0,0
14609,97609,N gene,Buffer Negative Control (Extraction),S1005974,Negative,45,170486.98,170486.984375,-1,0,0
14654,97464,E gene,Buffer Negative Control (Extraction),S1005973,Negative,45,346833.25,346833.25,-1,0,0
14699,97848,N gene,Buffer Negative Control (Extraction),S1005973,Negative,45,147809.92,147809.921875,-1,0,0
14744,115949,E gene,Buffer Negative Control (Extraction),S1230389,Negative,45,307550.97,307550.96875,-1,0,0
14789,116333,N gene,Buffer Negative Control (Extraction),S1230389,Negative,45,123345.34,123345.34375,-1,0,0
14834,115952,E gene,Buffer Negative Control (Extraction),S1230388,Negative,45,307451.56,307451.5625,-1,0,0
14879,116336,N gene,Buffer Negative Control (Extraction),S1230388,Negative,45,60999.895,60999.89453125,-1,0,0
14924,62954,E gene,Buffer Negative Control (Extraction),S953305,Negative,45,267397.28,267397.28125,-1,0,0
14969,63338,N gene,Buffer Negative Control (Extraction),S953305,Negative,45,128225.0,128225.0,-1,0,0
15014,62956,E gene,Buffer Negative Control (Extraction),S953306,Negative,45,259272.67,259272.671875,-1,0,0
15059,63340,N gene,Buffer Negative Control (Extraction),S953306,Negative,45,123239.84,123239.84375,-1,0,0
15099,34654,S gene,Buffer Negative Control (Extraction),S279518,Negative,40,208836.64,208836.640625,-1,0,0
15139,34262,N gene,Buffer Negative Control (Extraction),S279518,Negative,40,148086.4,148086.40625,-1,0,0
15179,34458,ORF1ab,Buffer Negative Control (Extraction),S279518,Negative,40,316771.3,316771.3125,-1,0,0
15219,34797,S gene,Buffer Negative Control (Extraction),S279514,Negative,40,205781.22,205781.21875,-1,0,0
15259,34405,N gene,Buffer Negative Control (Extraction),S279514,Negative,40,149620.9,149620.90625,-1,0,0
15299,34601,ORF1ab,Buffer Negative Control (Extraction),S279514,Negative,40,324532.34,324532.34375,-1,0,0
15344,102080,E gene,Buffer Negative Control (Extraction),S1144953,Negative,45,270891.88,270891.875,-1,0,0
15389,102464,N gene,Buffer Negative Control (Extraction),S1144953,Negative,45,101748.27,101748.2734375,-1,0,0
15434,102127,E gene,Buffer Negative Control (Extraction),S1144957,Negative,45,287676.7,287676.6875,-1,0,0
15479,102511,N gene,Buffer Negative Control (Extraction),S1144957,Negative,45,102639.66,102639.65625,-1,0,0
15524,50239,E gene,Buffer Negative Control (Extraction),S872137,Negative,45,299801.3,299801.3125,-1,0,0
15569,50623,N gene,Buffer Negative Control (Extraction),S872137,Negative,45,140886.47,140886.46875,-1,0,0
15609,10414,S gene,Buffer Negative Control (Extraction),S167259,Negative,40,186017.11,186017.109375,-1,0,0
15649,10022,N gene,Buffer Negative Control (Extraction),S167259,Negative,40,111459.14,111459.140625,-1,0,0
15689,10218,ORF1ab,Buffer Negative Control (Extraction),S167259,Negative,40,250475.48,250475.484375,-1,0,0
15729,33928,S gene,Buffer Negative Control (Extraction),S279526,Negative,40,133103.86,133103.859375,-1,0,0
15769,33536,N gene,Buffer Negative Control (Extraction),S279526,Negative,40,82001.37,82001.3671875,-1,0,0
15809,33732,ORF1ab,Buffer Negative Control (Extraction),S279526,Negative,40,153009.73,153009.734375,-1,0,0
15849,48419,S gene,Buffer Negative Control (Extraction),S143031,Negative,40,192546.5,192546.5,-1,0,0
15889,47651,N gene,Buffer Negative Control (Extraction),S143031,Negative,40,131012.42,131012.421875,-1,0,0
15929,48035,ORF1ab,Buffer Negative Control (Extraction),S143031,Negative,40,287809.25,287809.25,-1,0,0
15969,48558,S gene,Buffer Negative Control (Extraction),S167244,Negative,40,211492.44,211492.4375,-1,0,0
16009,47790,N gene,Buffer Negative Control (Extraction),S167244,Negative,40,140427.27,140427.265625,-1,0,0
16049,48174,ORF1ab,Buffer Negative Control (Extraction),S167244,Negative,40,271964.75,271964.75,-1,0,0
16089,48683,S gene,Buffer Negative Control (Extraction),S167245,Negative,40,172258.34,172258.34375,-1,0,0
16129,47915,N gene,Buffer Negative Control (Extraction),S167245,Negative,40,113421.164,113421.1640625,-1,0,0
16169,48299,ORF1ab,Buffer Negative Control (Extraction),S167245,Negative,40,227465.62,227465.625,-1,0,0
16209,32419,S gene,Buffer Negative Control (Extraction),S279529,Negative,40,139129.73,139129.734375,-1,0,0
16249,32027,N gene,Buffer Negative Control (Extraction),S279529,Negative,40,95632.625,95632.625,-1,0,0
16289,32223,ORF1ab,Buffer Negative Control (Extraction),S279529,Negative,40,180515.25,180515.25,-1,0,0
16329,11087,S gene,Buffer Negative Control (Extraction),S279503,Negative,40,185221.33,185221.328125,-1,0,0
16369,10695,N gene,Buffer Negative Control (Extraction),S279503,Negative,40,113836.04,113836.0390625,-1,0,0
16409,10891,ORF1ab,Buffer Negative Control (Extraction),S279503,Negative,40,228585.34,228585.34375,-1,0,0
16449,11088,S gene,Buffer Negative Control (Extraction),S279504,Negative,40,190181.72,190181.71875,-1,0,0
16489,10696,N gene,Buffer Negative Control (Extraction),S279504,Negative,40,111058.79,111058.7890625,-1,0,0
16529,10892,ORF1ab,Buffer Negative Control (Extraction),S279504,Negative,40,219563.45,219563.453125,-1,0,0
16569,38639,S gene,Buffer Negative Control (Extraction),S279537,Negative,40,120934.914,120934.9140625,-1,0,0
16609,37871,N gene,Buffer Negative Control (Extraction),S279537,Negative,40,85674.14,85674.140625,-1,0,0
16649,38255,ORF1ab,Buffer Negative Control (Extraction),S279537,Negative,40,168736.98,168736.984375,-1,0,0
16689,38679,S gene,Buffer Negative Control (Extraction),S279536,Negative,40,143534.83,143534.828125,-1,0,0
16729,37911,N gene,Buffer Negative Control (Extraction),S279536,Negative,40,100559.84,100559.84375,-1,0,0
16769,38295,ORF1ab,Buffer Negative Control (Extraction),S279536,Negative,40,197390.4,197390.40625,-1,0,0
16809,38707,S gene,Buffer Negative Control (Extraction),S279532,Negative,40,136258.06,136258.0625,-1,0,0
16849,37939,N gene,Buffer Negative Control (Extraction),S279532,Negative,40,103439.5,103439.5,-1,0,0
16889,38323,ORF1ab,Buffer Negative Control (Extraction),S279532,Negative,40,218758.88,218758.875,-1,0,0
16929,38711,S gene,Buffer Negative Control (Extraction),S279534,Negative,40,110845.39,110845.390625,-1,0,0
16969,37943,N gene,Buffer Negative Control (Extraction),S279534,Negative,40,85414.43,85414.4296875,-1,0,0
17009,38327,ORF1ab,Buffer Negative Control (Extraction),S279534,Negative,40,174094.61,174094.609375,-1,0,0
17054,121663,E gene,Buffer Negative Control (Extraction),S1175463,Negative,45,253223.03,253223.03125,-1,0,0
17099,122047,N gene,Buffer Negative Control (Extraction),S1175463,Negative,45,96944.305,96944.3046875,-1,0,0
17144,111090,E gene,Buffer Negative Control (Extraction),S1144932,Negative,45,256424.42,256424.421875,-1,0,0
17189,111474,N gene,Buffer Negative Control (Extraction),S1144932,Negative,45,100553.6,100553.6015625,-1,0,0
17234,111344,E gene,Buffer Negative Control (Extraction),S1144927,Negative,45,288735.5,288735.5,-1,0,0
17279,111728,N gene,Buffer Negative Control (Extraction),S1144927,Negative,45,91014.99,91014.9921875,-1,0,0
17324,111367,E gene,Buffer Negative Control (Extraction),S1144926,Negative,45,269743.25,269743.25,-1,0,0
17369,111751,N gene,Buffer Negative Control (Extraction),S1144926,Negative,45,112481.63,112481.6328125,-1,0,0
17414,100879,E gene,Buffer Negative Control (Extraction),S1280104,Negative,45,217372.11,217372.109375,-1,0,0
17459,101263,N gene,Buffer Negative Control (Extraction),S1280104,Negative,45,95560.516,95560.515625,-1,0,0
17504,90463,E gene,Buffer Negative Control (Extraction),S1110513,Negative,45,185655.94,1.4901974201202393,-1,0,0
17549,90847,N gene,Buffer Negative Control (Extraction),S1110513,Negative,45,48901.977,0.3925196230411529,-1,0,0
17594,90608,E gene,Buffer Negative Control (Extraction),S1110512,Negative,45,207399.66,1.471858024597168,-1,0,0
17639,90992,N gene,Buffer Negative Control (Extraction),S1110512,Negative,45,64372.23,0.4568319320678711,-1,0,0
17684,90631,E gene,Buffer Negative Control (Extraction),S1110554,Negative,45,201305.3,1.4630223512649536,-1,0,0
17729,91015,N gene,Buffer Negative Control (Extraction),S1110554,Negative,45,61756.844,0.4488289356231689,-1,0,0
17774,110047,E gene,Buffer Negative Control (Extraction),S1144960,Negative,45,254184.92,254184.921875,-1,0,0
17819,110431,N gene,Buffer Negative Control (Extraction),S1144960,Negative,45,89171.68,89171.6796875,-1,0,0
17859,40253,S gene,Buffer Negative Control (Extraction),S167252,Negative,40,151543.34,151543.34375,-1,0,0
17899,39861,N gene,Buffer Negative Control (Extraction),S167252,Negative,40,109236.01,109236.0078125,-1,0,0
17939,40057,ORF1ab,Buffer Negative Control (Extraction),S167252,Negative,40,219556.08,219556.078125,-1,0,0
17984,52448,E gene,Buffer Negative Control (Extraction),S663728,Positive,45,377929.22,377929.21875,-1,1,0
18029,52832,N gene,Buffer Negative Control (Extraction),S663728,Positive,45,585669.1,585669.125,-1,1,0
18074,52493,E gene,Buffer Negative Control (Extraction),S663730,Negative,45,228138.14,228138.140625,-1,0,0
18119,52877,N gene,Buffer Negative Control (Extraction),S663730,Negative,45,105953.4,105953.3984375,-1,0,0
18164,89312,E gene,Buffer Negative Control (Extraction),S1110505,Negative,45,319233.88,319233.875,-1,0,0
18209,89696,N gene,Buffer Negative Control (Extraction),S1110505,Negative,45,136447.27,136447.265625,-1,0,0
18254,89359,E gene,Buffer Negative Control (Extraction),S1110502,Negative,45,334047.7,334047.6875,-1,0,0
18299,89743,N gene,Buffer Negative Control (Extraction),S1110502,Negative,45,144131.4,144131.40625,-1,0,0
18344,89384,E gene,Buffer Negative Control (Extraction),S1110503,Negative,45,325885.4,325885.40625,-1,0,0
