,curve_idx,target,sample_type,sample_id,igi_call,cycle_no,Fn,rn,groundtruth,split,Igi_call_quant,groundtruth_target
11534,51637,N gene,Negative Control (qPCR),S543637,Negative,45,81932.71,81932.7109375,-1,test,0,0
11579,52022,RnaseP,Negative Control (qPCR),S675407,Negative,45,16123.995,16123.9951171875,-1,train,0,0
11624,51254,E gene,Negative Control (qPCR),S675407,Negative,45,128757.04,128757.0390625,-1,train,0,0
11669,51638,N gene,Negative Control (qPCR),S675407,Negative,45,79900.57,79900.5703125,-1,train,0,0
11714,52045,RnaseP,Negative Control (qPCR),S675408,Negative,45,14540.503,14540.5029296875,-1,val,0,0
11759,51277,E gene,Negative Control (qPCR),S675408,Negative,45,124893.945,124893.9453125,-1,val,0,0
11804,51661,N gene,Negative Control (qPCR),S675408,Negative,45,74334.01,74334.0078125,-1,val,0,0
11849,52046,RnaseP,Negative Control (qPCR),S675409,Negative,45,16370.557,16370.556640625,-1,train,0,0
11894,51278,E gene,Negative Control (qPCR),S675409,Negative,45,132908.67,132908.671875,-1,train,0,0
11939,51662,N gene,Negative Control (qPCR),S675409,Negative,45,78578.84,78578.84375,-1,train,0,0
11984,121141,RnaseP,Negative Control (qPCR),S1122960,Negative,45,19780.521,19780.521484375,-1,val,0,0
12029,120373,E gene,Negative Control (qPCR),S1122960,Negative,45,350327.56,350327.5625,-1,val,0,0
12074,120757,N gene,Negative Control (qPCR),S1122960,Negative,45,119058.71,119058.7109375,-1,val,0,0
12119,121142,RnaseP,Negative Control (qPCR),S1232322,Negative,45,21131.098,21131.09765625,-1,train,0,0
12164,120374,E gene,Negative Control (qPCR),S1232322,Negative,45,352761.84,352761.84375,-1,train,0,0
12209,120758,N gene,Negative Control (qPCR),S1232322,Negative,45,115336.71,115336.7109375,-1,train,0,0
12254,121165,RnaseP,Negative Control (qPCR),S1232323,Negative,45,19958.426,19958.42578125,-1,train,0,0
12299,120397,E gene,Negative Control (qPCR),S1232323,Negative,45,337256.94,337256.9375,-1,train,0,0
12344,120781,N gene,Negative Control (qPCR),S1232323,Negative,45,106037.13,106037.1328125,-1,train,0,0
12389,121166,RnaseP,Negative Control (qPCR),S1232324,Negative,45,22754.506,22754.505859375,-1,val,0,0
12434,120398,E gene,Negative Control (qPCR),S1232324,Negative,45,335060.3,335060.3125,-1,val,0,0
12479,120782,N gene,Negative Control (qPCR),S1232324,Negative,45,112920.875,112920.875,-1,val,0,0
12524,109621,RnaseP,Negative Control (qPCR),S1122861,Negative,45,26952.236,26952.236328125,-1,train,0,0
12569,108853,E gene,Negative Control (qPCR),S1122861,Negative,45,330233.2,330233.1875,-1,train,0,0
12614,109237,N gene,Negative Control (qPCR),S1122861,Negative,45,126974.38,126974.3828125,-1,train,0,0
12659,109622,RnaseP,Negative Control (qPCR),S1162638,Negative,45,27761.438,27761.4375,-1,train,0,0
12704,108854,E gene,Negative Control (qPCR),S1162638,Negative,45,326902.47,326902.46875,-1,train,0,0
12749,109238,N gene,Negative Control (qPCR),S1162638,Negative,45,131839.38,131839.375,-1,train,0,0
12794,109645,RnaseP,Negative Control (qPCR),S1162639,Negative,45,24730.26,24730.259765625,-1,val,0,0
12839,108877,E gene,Negative Control (qPCR),S1162639,Negative,45,303475.06,303475.0625,-1,val,0,0
12884,109261,N gene,Negative Control (qPCR),S1162639,Negative,45,122077.42,122077.421875,-1,val,0,0
12929,109646,RnaseP,Negative Control (qPCR),S1162640,Negative,45,28479.814,28479.814453125,-1,train,0,0
12974,108878,E gene,Negative Control (qPCR),S1162640,Negative,45,315695.47,315695.46875,-1,train,0,0
13019,109262,N gene,Negative Control (qPCR),S1162640,Negative,45,137459.72,137459.71875,-1,train,0,0
13064,94645,RnaseP,Negative Control (qPCR),S849088,Negative,45,22601.71,22601.7109375,-1,train,0,0
13109,93877,E gene,Negative Control (qPCR),S849088,Negative,45,313737.16,313737.15625,-1,train,0,0
13154,94261,N gene,Negative Control (qPCR),S849088,Negative,45,141195.8,141195.796875,-1,train,0,0
13199,94646,RnaseP,Negative Control (qPCR),S1036639,Negative,45,23928.291,23928.291015625,-1,test,0,0
13244,93878,E gene,Negative Control (qPCR),S1036639,Negative,45,325529.8,325529.8125,-1,test,0,0
13289,94262,N gene,Negative Control (qPCR),S1036639,Negative,45,150765.44,150765.4375,-1,test,0,0
13334,94669,RnaseP,Negative Control (qPCR),S1036640,Negative,45,22168.766,22168.765625,-1,train,0,0
13379,93901,E gene,Negative Control (qPCR),S1036640,Negative,45,311313.72,311313.71875,-1,train,0,0
13424,94285,N gene,Negative Control (qPCR),S1036640,Negative,45,143334.33,143334.328125,-1,train,0,0
13469,94670,RnaseP,Negative Control (qPCR),S1036641,Negative,45,24839.355,24839.35546875,-1,train,0,0
13514,93902,E gene,Negative Control (qPCR),S1036641,Negative,45,315399.62,315399.625,-1,train,0,0
13559,94286,N gene,Negative Control (qPCR),S1036641,Negative,45,155613.61,155613.609375,-1,train,0,0
13604,5557,RnaseP,Negative Control (qPCR),S543676,Negative,45,13272.185,13272.1845703125,-1,val,0,0
13649,4789,E gene,Negative Control (qPCR),S543676,Negative,45,236720.31,236720.3125,-1,val,0,0
13694,5173,N gene,Negative Control (qPCR),S543676,Negative,45,69691.4,69691.3984375,-1,val,0,0
13739,5558,RnaseP,Negative Control (qPCR),S624340,Negative,45,15141.085,15141.0849609375,-1,test,0,0
13784,4790,E gene,Negative Control (qPCR),S624340,Negative,45,257142.75,257142.75,-1,test,0,0
13829,5174,N gene,Negative Control (qPCR),S624340,Negative,45,73894.23,73894.2265625,-1,test,0,0
13874,5581,RnaseP,Negative Control (qPCR),S624341,Negative,45,12074.131,12074.130859375,-1,val,0,0
13919,4813,E gene,Negative Control (qPCR),S624341,Negative,45,225598.42,225598.421875,-1,val,0,0
13964,5197,N gene,Negative Control (qPCR),S624341,Negative,45,66621.97,66621.96875,-1,val,0,0
14009,5582,RnaseP,Negative Control (qPCR),S624342,Negative,45,13804.306,13804.3056640625,-1,train,0,0
14054,4814,E gene,Negative Control (qPCR),S624342,Negative,45,235965.6,235965.59375,-1,train,0,0
14099,5198,N gene,Negative Control (qPCR),S624342,Negative,45,70875.14,70875.140625,-1,train,0,0
14144,92341,RnaseP,Negative Control (qPCR),S1123085,Negative,45,23785.818,23785.818359375,-1,train,0,0
14189,91573,E gene,Negative Control (qPCR),S1123085,Negative,45,273607.4,273607.40625,-1,train,0,0
14234,91957,N gene,Negative Control (qPCR),S1123085,Negative,45,114534.44,114534.4375,-1,train,0,0
14279,92342,RnaseP,Negative Control (qPCR),S1126277,Negative,45,22858.91,22858.91015625,-1,val,0,0
14324,91574,E gene,Negative Control (qPCR),S1126277,Negative,45,250937.34,250937.34375,-1,val,0,0
14369,91958,N gene,Negative Control (qPCR),S1126277,Negative,45,105913.16,105913.15625,-1,val,0,0
14414,92365,RnaseP,Negative Control (qPCR),S1126278,Negative,45,19640.79,19640.7890625,-1,val,0,0
14459,91597,E gene,Negative Control (qPCR),S1126278,Negative,45,236845.2,236845.203125,-1,val,0,0
14504,91981,N gene,Negative Control (qPCR),S1126278,Negative,45,91254.98,91254.9765625,-1,val,0,0
14549,92366,RnaseP,Negative Control (qPCR),S1126279,Negative,45,20138.25,20138.25,-1,train,0,0
14594,91598,E gene,Negative Control (qPCR),S1126279,Negative,45,245927.2,245927.203125,-1,train,0,0
14639,91982,N gene,Negative Control (qPCR),S1126279,Negative,45,93429.61,93429.609375,-1,train,0,0
14684,125749,RnaseP,Negative Control (qPCR),S1122969,Negative,45,16460.41,16460.41015625,-1,train,0,0
14729,124981,E gene,Negative Control (qPCR),S1122969,Negative,45,229728.4,229728.40625,-1,train,0,0
14774,125365,N gene,Negative Control (qPCR),S1122969,Negative,45,100631.28,100631.28125,-1,train,0,0
14819,125750,RnaseP,Negative Control (qPCR),S1232312,Negative,45,15768.035,15768.03515625,-1,val,0,0
14864,124982,E gene,Negative Control (qPCR),S1232312,Negative,45,225282.36,225282.359375,-1,val,0,0
14909,125366,N gene,Negative Control (qPCR),S1232312,Negative,45,91716.17,91716.171875,-1,val,0,0
14954,125773,RnaseP,Negative Control (qPCR),S1232313,Negative,45,14313.485,14313.4853515625,-1,train,0,0
14999,125005,E gene,Negative Control (qPCR),S1232313,Negative,45,208206.81,208206.8125,-1,train,0,0
15044,125389,N gene,Negative Control (qPCR),S1232313,Negative,45,91095.05,91095.046875,-1,train,0,0
15089,125774,RnaseP,Negative Control (qPCR),S1232314,Negative,45,14841.513,14841.5126953125,-1,train,0,0
15134,125006,E gene,Negative Control (qPCR),S1232314,Negative,45,218525.27,218525.265625,-1,train,0,0
15179,125390,N gene,Negative Control (qPCR),S1232314,Negative,45,94295.85,94295.8515625,-1,train,0,0
15224,107317,RnaseP,Negative Control (qPCR),S1122916,Negative,45,20284.795,20284.794921875,-1,train,0,0
15269,106549,E gene,Negative Control (qPCR),S1122916,Negative,45,204253.7,204253.703125,-1,train,0,0
15314,106933,N gene,Negative Control (qPCR),S1122916,Negative,45,94321.51,94321.5078125,-1,train,0,0
15359,107318,RnaseP,Negative Control (qPCR),S1193350,Negative,45,19711.486,19711.486328125,-1,val,0,0
15404,106550,E gene,Negative Control (qPCR),S1193350,Negative,45,195155.69,195155.6875,-1,val,0,0
15449,106934,N gene,Negative Control (qPCR),S1193350,Negative,45,83860.375,83860.375,-1,val,0,0
15494,107341,RnaseP,Negative Control (qPCR),S1193351,Negative,45,18491.1,18491.099609375,-1,train,0,0
15539,106573,E gene,Negative Control (qPCR),S1193351,Negative,45,183829.03,183829.03125,-1,train,0,0
15584,106957,N gene,Negative Control (qPCR),S1193351,Negative,45,87186.484,87186.484375,-1,train,0,0
15629,107342,RnaseP,Negative Control (qPCR),S1193352,Negative,45,18054.637,18054.63671875,-1,train,0,0
15674,106574,E gene,Negative Control (qPCR),S1193352,Negative,45,189937.52,189937.515625,-1,train,0,0
15719,106958,N gene,Negative Control (qPCR),S1193352,Negative,45,89880.234,89880.234375,-1,train,0,0
15764,19109,RnaseP,Negative Control (qPCR),S370416,Negative,45,18291.084,18291.083984375,-1,train,0,0
15809,18341,E gene,Negative Control (qPCR),S370416,Negative,45,294814.44,294814.4375,-1,train,0,0
15854,18725,N gene,Negative Control (qPCR),S370416,Negative,45,120542.17,120542.171875,-1,train,0,0
15899,19110,RnaseP,Negative Control (qPCR),S457909,Negative,45,19478.496,19478.49609375,-1,test,0,0
15944,18342,E gene,Negative Control (qPCR),S457909,Negative,45,301422.25,301422.25,-1,test,0,0
15989,18726,N gene,Negative Control (qPCR),S457909,Negative,45,118530.5,118530.5,-1,test,0,0
16034,19133,RnaseP,Negative Control (qPCR),S457910,Negative,45,17526.82,17526.8203125,-1,test,0,0
16079,18365,E gene,Negative Control (qPCR),S457910,Negative,45,287080.28,287080.28125,-1,test,0,0
16124,18749,N gene,Negative Control (qPCR),S457910,Negative,45,115534.09,115534.09375,-1,test,0,0
16169,19134,RnaseP,Negative Control (qPCR),S457911,Negative,45,20783.459,20783.458984375,-1,train,0,0
16214,18366,E gene,Negative Control (qPCR),S457911,Negative,45,317305.97,317305.96875,-1,train,0,0
16259,18750,N gene,Negative Control (qPCR),S457911,Negative,45,125627.83,125627.828125,-1,train,0,0
16304,54325,RnaseP,Negative Control (qPCR),S848995,Negative,45,27230.246,27230.24609375,-1,train,0,0
16349,53557,E gene,Negative Control (qPCR),S848995,Negative,45,280850.75,280850.75,-1,train,0,0
16394,53941,N gene,Negative Control (qPCR),S848995,Negative,45,127103.16,127103.15625,-1,train,0,0
16439,54326,RnaseP,Negative Control (qPCR),S1030828,Negative,45,24292.848,24292.84765625,-1,train,0,0
16484,53558,E gene,Negative Control (qPCR),S1030828,Negative,45,265891.25,265891.25,-1,train,0,0
16529,53942,N gene,Negative Control (qPCR),S1030828,Negative,45,113585.36,113585.359375,-1,train,0,0
16574,54349,RnaseP,Negative Control (qPCR),S1030829,Negative,45,22714.553,22714.552734375,-1,train,0,0
16619,53581,E gene,Negative Control (qPCR),S1030829,Negative,45,240023.38,240023.375,-1,train,0,0
16664,53965,N gene,Negative Control (qPCR),S1030829,Negative,45,99286.0,99286.0,-1,train,0,0
16709,54350,RnaseP,Negative Control (qPCR),S1030830,Negative,45,24379.697,24379.697265625,-1,train,0,0
16754,53582,E gene,Negative Control (qPCR),S1030830,Negative,45,252143.02,252143.015625,-1,train,0,0
16799,53966,N gene,Negative Control (qPCR),S1030830,Negative,45,101809.01,101809.0078125,-1,train,0,0
16839,6457,S gene,Negative Control (qPCR),S089518,Negative,40,165233.44,165233.4375,-1,train,0,0
16879,6065,N gene,Negative Control (qPCR),S089518,Negative,40,103374.85,103374.8515625,-1,train,0,0
16919,6261,ORF1ab,Negative Control (qPCR),S089518,Negative,40,187668.2,187668.203125,-1,train,0,0
16959,5869,MS2,Negative Control (qPCR),S089518,Negative,40,206796.33,206796.328125,-1,train,0,0
16999,6458,S gene,Negative Control (qPCR),S151099,Negative,40,175174.31,175174.3125,-1,train,0,0
17039,6066,N gene,Negative Control (qPCR),S151099,Negative,40,111349.664,111349.6640625,-1,train,0,0
17079,6262,ORF1ab,Negative Control (qPCR),S151099,Negative,40,208458.55,208458.546875,-1,train,0,0
17119,5870,MS2,Negative Control (qPCR),S151099,Negative,40,229884.27,229884.265625,-1,train,0,0
17159,6460,S gene,Negative Control (qPCR),S151100,Negative,40,151723.42,151723.421875,-1,train,0,0
17199,6068,N gene,Negative Control (qPCR),S151100,Negative,40,95740.16,95740.15625,-1,train,0,0
17239,6264,ORF1ab,Negative Control (qPCR),S151100,Negative,40,180597.08,180597.078125,-1,train,0,0
17279,5872,MS2,Negative Control (qPCR),S151100,Negative,40,197498.61,197498.609375,-1,train,0,0
17319,6461,S gene,Negative Control (qPCR),S151101,Negative,40,167685.58,167685.578125,-1,train,0,0
17359,6069,N gene,Negative Control (qPCR),S151101,Negative,40,105975.69,105975.6875,-1,train,0,0
17399,6265,ORF1ab,Negative Control (qPCR),S151101,Negative,40,196250.56,196250.5625,-1,train,0,0
17439,5873,MS2,Negative Control (qPCR),S151101,Negative,40,219015.4,219015.40625,-1,train,0,0
17484,95797,RnaseP,Negative Control (qPCR),S849023,Negative,45,22599.969,22599.96875,-1,test,0,0
17529,95029,E gene,Negative Control (qPCR),S849023,Negative,45,265105.53,265105.53125,-1,test,0,0
17574,95413,N gene,Negative Control (qPCR),S849023,Negative,45,119171.6,119171.6015625,-1,test,0,0
17619,95798,RnaseP,Negative Control (qPCR),S1032655,Negative,45,19887.424,19887.423828125,-1,train,0,0
17664,95030,E gene,Negative Control (qPCR),S1032655,Negative,45,250876.81,250876.8125,-1,train,0,0
17709,95414,N gene,Negative Control (qPCR),S1032655,Negative,45,109663.11,109663.109375,-1,train,0,0
17754,95821,RnaseP,Negative Control (qPCR),S1032656,Negative,45,19197.326,19197.326171875,-1,train,0,0
17799,95053,E gene,Negative Control (qPCR),S1032656,Negative,45,229963.98,229963.984375,-1,train,0,0
17844,95437,N gene,Negative Control (qPCR),S1032656,Negative,45,94630.5,94630.5,-1,train,0,0
17889,95822,RnaseP,Negative Control (qPCR),S1032657,Negative,45,18812.234,18812.234375,-1,test,0,0
17934,95054,E gene,Negative Control (qPCR),S1032657,Negative,45,236862.19,236862.1875,-1,test,0,0
17979,95438,N gene,Negative Control (qPCR),S1032657,Negative,45,96046.13,96046.1328125,-1,test,0,0
18024,13349,RnaseP,Negative Control (qPCR),S543840,Negative,45,45246.863,45246.86328125,-1,val,0,0
18069,12581,E gene,Negative Control (qPCR),S543840,Negative,45,271100.25,271100.25,-1,val,0,0
18114,12965,N gene,Negative Control (qPCR),S543840,Negative,45,110965.414,110965.4140625,-1,val,0,0
18159,13350,RnaseP,Negative Control (qPCR),S598099,Negative,45,37492.496,37492.49609375,-1,train,0,0
18204,12582,E gene,Negative Control (qPCR),S598099,Negative,45,270943.66,270943.65625,-1,train,0,0
18249,12966,N gene,Negative Control (qPCR),S598099,Negative,45,107398.31,107398.3125,-1,train,0,0
18294,13373,RnaseP,Negative Control (qPCR),S598100,Negative,45,18975.158,18975.158203125,-1,train,0,0
18339,12605,E gene,Negative Control (qPCR),S598100,Negative,45,250114.5,250114.5,-1,train,0,0
18384,12989,N gene,Negative Control (qPCR),S598100,Negative,45,101653.47,101653.46875,-1,train,0,0
18429,13374,RnaseP,Negative Control (qPCR),S598101,Negative,45,36768.395,36768.39453125,-1,train,0,0
18474,12606,E gene,Negative Control (qPCR),S598101,Negative,45,276858.2,276858.1875,-1,train,0,0
18519,12990,N gene,Negative Control (qPCR),S598101,Negative,45,110888.85,110888.8515625,-1,train,0,0
18564,88885,RnaseP,Negative Control (qPCR),S1124820,Negative,45,25191.361,25191.361328125,-1,test,0,0
18609,88117,E gene,Negative Control (qPCR),S1124820,Negative,45,268467.9,268467.90625,-1,test,0,0
18654,88501,N gene,Negative Control (qPCR),S1124820,Negative,45,104183.03,104183.03125,-1,test,0,0
18699,88886,RnaseP,Negative Control (qPCR),S1124999,Negative,45,25032.355,25032.35546875,-1,train,0,0
18744,88118,E gene,Negative Control (qPCR),S1124999,Negative,45,249679.69,249679.6875,-1,train,0,0
18789,88502,N gene,Negative Control (qPCR),S1124999,Negative,45,99352.49,99352.4921875,-1,train,0,0
18834,88909,RnaseP,Negative Control (qPCR),S1125000,Negative,45,21346.305,21346.3046875,-1,train,0,0
18879,88141,E gene,Negative Control (qPCR),S1125000,Negative,45,240022.02,240022.015625,-1,train,0,0
18924,88525,N gene,Negative Control (qPCR),S1125000,Negative,45,86286.7,86286.703125,-1,train,0,0
18969,88910,RnaseP,Negative Control (qPCR),S1125001,Negative,45,21914.377,21914.376953125,-1,val,0,0
19014,88142,E gene,Negative Control (qPCR),S1125001,Negative,45,245912.16,245912.15625,-1,val,0,0
19059,88526,N gene,Negative Control (qPCR),S1125001,Negative,45,86544.71,86544.7109375,-1,val,0,0
19104,77365,RnaseP,Negative Control (qPCR),S1122885,Negative,45,23059.85,23059.849609375,-1,val,0,0
19149,76597,E gene,Negative Control (qPCR),S1122885,Negative,45,339218.66,339218.65625,-1,val,0,0
19194,76981,N gene,Negative Control (qPCR),S1122885,Negative,45,114657.32,114657.3203125,-1,val,0,0
19239,77366,RnaseP,Negative Control (qPCR),S1179383,Negative,45,24825.232,24825.232421875,-1,train,0,0
19284,76598,E gene,Negative Control (qPCR),S1179383,Negative,45,334673.75,334673.75,-1,train,0,0
19329,76982,N gene,Negative Control (qPCR),S1179383,Negative,45,119849.62,119849.6171875,-1,train,0,0
19374,77389,RnaseP,Negative Control (qPCR),S1179384,Negative,45,24121.78,24121.779296875,-1,train,0,0
19419,76621,E gene,Negative Control (qPCR),S1179384,Negative,45,326467.44,326467.4375,-1,train,0,0
19464,77005,N gene,Negative Control (qPCR),S1179384,Negative,45,111260.83,111260.828125,-1,train,0,0
19509,77390,RnaseP,Negative Control (qPCR),S1179385,Negative,45,25495.805,25495.8046875,-1,train,0,0
19554,76622,E gene,Negative Control (qPCR),S1179385,Negative,45,325908.66,325908.65625,-1,train,0,0
19599,77006,N gene,Negative Control (qPCR),S1179385,Negative,45,123439.14,123439.140625,-1,train,0,0
19644,78517,RnaseP,Negative Control (qPCR),S1122933,Negative,45,19586.357,19586.357421875,-1,test,0,0
19689,77749,E gene,Negative Control (qPCR),S1122933,Negative,45,257406.66,257406.65625,-1,test,0,0
19734,78133,N gene,Negative Control (qPCR),S1122933,Negative,45,89763.0,89763.0,-1,test,0,0
19779,78518,RnaseP,Negative Control (qPCR),S1172832,Negative,45,19678.1,19678.099609375,-1,train,0,0
19824,77750,E gene,Negative Control (qPCR),S1172832,Negative,45,250242.48,250242.484375,-1,train,0,0
19869,78134,N gene,Negative Control (qPCR),S1172832,Negative,45,81141.39,81141.390625,-1,train,0,0
19914,78541,RnaseP,Negative Control (qPCR),S1172833,Negative,45,18549.09,18549.08984375,-1,val,0,0
19959,77773,E gene,Negative Control (qPCR),S1172833,Negative,45,232912.58,232912.578125,-1,val,0,0
20004,78157,N gene,Negative Control (qPCR),S1172833,Negative,45,84787.766,84787.765625,-1,val,0,0
